Annual_Salary,Total_Deductions,Taxable_Income,Rent_Paid,Investment_80C,Medical_Insurance_80D,NPS_Contribution_80CCD,Home_Loan_Interest_24b,Donations_80G,Groceries,Utilities,Entertainment,Healthcare,label
2207610.0,1452979.6955664733,704630.3044335267,123527.0,121757.0,26347.0,35709.0,100000.0,1157636.6955664733,79265.0,24473.0,44349.0,25300.0,1
412115.0,391057.8312943339,0.0,134110.0,36639.0,15882.0,17864.0,200000.0,11324.0,50306.0,25334.0,22706.0,93724.0,1
1799872.0,310460.0,1439412.0,208727.0,135639.0,16972.0,34178.0,100000.0,23671.0,41520.0,19694.0,27251.0,64149.0,0
2302897.0,225812.0,2027085.0,242993.0,22164.0,46851.0,35474.0,100000.0,21323.0,32396.0,79322.0,70996.0,98312.0,0
1411293.0,58159.0,1303134.0,221521.0,887.0,14536.0,27773.0,0.0,14963.0,47050.0,87756.0,53718.0,74172.0,0
737827.0,388576.0,299251.0,365711.0,111072.0,27386.0,39683.0,200000.0,10435.0,65632.0,33772.0,78634.0,34236.0,0
681570.0,230418.0,401152.0,106762.0,41153.0,40469.0,24426.0,100000.0,24370.0,45330.0,23880.0,28081.0,80992.0,0
1697076.0,295666.0,1351410.0,373577.0,31923.0,24849.0,15116.0,200000.0,23778.0,49609.0,52010.0,69607.0,28273.0,0
2247865.0,249409.0,1948456.0,334840.0,74102.0,28621.0,35908.0,100000.0,10778.0,86938.0,95293.0,82671.0,28019.0,0
1723062.0,1791704.269814734,0.0,337324.0,143927.0,16848.0,41932.0,0.0,7464.0,37487.0,84021.0,91812.0,73622.0,1
1120488.0,1044617.6301721543,25870.3698278456,232008.0,109388.0,507.0,153.0,100000.0,810449.6301721543,85733.0,64111.0,44381.0,45541.0,1
1757133.0,68422.0,1638711.0,385505.0,13780.0,28805.0,2244.0,0.0,23593.0,29542.0,39567.0,70062.0,46591.0,0
1655564.0,149252.0,1456312.0,1324265.4884824657,62260.0,25416.0,45246.0,0.0,16330.0,55612.0,89569.0,77397.0,68727.0,1
1231460.0,183979.0,997481.0,193613.0,34693.0,5573.0,33266.0,100000.0,10447.0,87914.0,59378.0,51533.0,34420.0,0
1008746.0,824538.9179620624,134207.0820379376,306416.0,31707.0,15790.0,49839.0,0.0,19790.0,79707.0,50237.0,30026.0,53212.0,1
1316838.0,299886.455617926,966951.5443820739,213172.0,291320.455617926,946.0,19585.0,0.0,17288.0,60920.0,72619.0,95122.0,20622.0,1
896758.0,365765.0,480993.0,167178.0,90610.0,38650.0,32355.0,200000.0,4150.0,96509.0,44665.0,54704.0,81488.0,0
1431519.0,155955.0,1225564.0,131374.0,11151.0,17027.0,23889.0,100000.0,3888.0,87829.0,59050.0,89484.0,22273.0,0
1496413.0,373365.0,1073048.0,134040.0,115945.0,1893.0,35333.0,200000.0,20194.0,41888.0,67249.0,88394.0,66794.0,0
1839758.0,131751.0,1658007.0,350403.0,30109.0,40469.0,38990.0,0.0,22183.0,61921.0,74578.0,96611.0,66630.0,0
1492501.0,319172.0,1123329.0,1177215.075896878,138918.0,27877.0,27464.0,100000.0,24913.0,82836.0,31878.0,30009.0,43232.0,1
2203740.0,136509.0,2017231.0,1947568.238211556,42215.0,32463.0,39620.0,0.0,22211.0,29722.0,28950.0,71883.0,32737.0,1
788590.0,138558.0,600032.0,315469.0,87954.0,15989.0,14271.0,0.0,20344.0,34072.0,53879.0,82914.0,97840.0,0
1459622.0,287303.0,1122319.0,304834.0,49170.0,2176.0,29424.0,200000.0,6533.0,77179.0,54771.0,32259.0,60327.0,0
1361568.0,129121.0,1182447.0,310604.0,30908.0,46988.0,43880.0,0.0,7345.0,49058.0,51391.0,60567.0,56761.0,0
1786652.0,98456.0,1638196.0,259838.0,84425.0,2035.0,11360.0,0.0,636.0,83953.0,22988.0,95602.0,63273.0,0
1372346.0,275060.0,1047286.0,1278202.6290873995,118333.0,27564.0,13929.0,100000.0,15234.0,71789.0,28760.0,80103.0,87979.0,1
894592.0,265765.0,578827.0,228934.0,73903.0,30009.0,44237.0,100000.0,17616.0,94443.0,84871.0,31403.0,80179.0,0
660910.0,171833.0,439077.0,283047.0,47406.0,4319.0,16574.0,100000.0,3534.0,58109.0,45257.0,77690.0,66115.0,0
685555.0,167554.8931632561,468000.1068367439,126154.0,263233.8931632561,44231.0,5398.0,0.0,3775.0,48171.0,42742.0,21634.0,53930.0,1
1428455.0,160743.0,1217712.0,113243.0,101754.0,3961.0,45760.0,0.0,9268.0,72914.0,76170.0,94605.0,62625.0,0
1356331.0,148966.0,1157365.0,178538.0,59546.0,22886.0,49768.0,0.0,16766.0,58875.0,27303.0,89258.0,45078.0,0
1395843.0,83002.0,1262841.0,126607.0,1881.0,47025.0,26870.0,0.0,7226.0,69807.0,74225.0,69382.0,80393.0,0
1284056.0,95638.0,1138418.0,141388.0,14908.0,30791.0,34678.0,0.0,15261.0,43606.0,63970.0,35646.0,48184.0,0
2331451.0,271745.0,2009706.0,2366436.5725247446,2763.0,29007.0,24277.0,200000.0,15698.0,65745.0,93352.0,97231.0,36683.0,1
1012121.0,169641.0,792480.0,80340.0,135506.0,8635.0,22852.0,0.0,2648.0,53283.0,54737.0,42297.0,89840.0,0
794583.0,172601.0,571982.0,886857.8448860014,1961.0,11781.0,39434.0,100000.0,19425.0,71437.0,39507.0,33805.0,91829.0,1
1039282.0,82387.0,906895.0,397387.0,6587.0,33979.0,35853.0,0.0,5968.0,42367.0,98337.0,72898.0,72253.0,0
1836536.0,99561.0,1686975.0,106654.0,26616.0,47080.0,5840.0,0.0,20025.0,32364.0,94566.0,32392.0,87574.0,0
467661.0,168604.0,249057.0,134400.0,122049.0,20142.0,23067.0,0.0,3346.0,86162.0,27596.0,88014.0,78763.0,0
1500500.0,1229962.3227805418,220537.67721945816,361854.0,12497.0,5515.0,49294.0,200000.0,24544.0,83150.0,41038.0,90372.0,34298.0,1
1203692.0,38063.0,1115629.0,89346.0,4173.0,4621.0,21638.0,0.0,7631.0,77762.0,50302.0,28063.0,30837.0,0
2203847.0,1377479.678077046,776367.3219229539,171218.0,23989.0,46448.0,40860.0,0.0,1261850.678077046,72597.0,69130.0,20973.0,53843.0,1
2190380.0,305624.0,1834756.0,150028.0,14924.0,39553.0,35685.0,200000.0,15462.0,60610.0,34589.0,27376.0,29549.0,0
1670896.0,74535.0,1546361.0,230871.0,36320.0,31831.0,1907.0,0.0,4477.0,35379.0,45004.0,25956.0,33497.0,0
1438896.0,272369.0,1116527.0,150448.0,34397.0,35113.0,1515.0,200000.0,1344.0,59677.0,63216.0,85193.0,64054.0,0
1306739.0,165053.0,1091686.0,288944.0,126270.0,6364.0,31973.0,0.0,446.0,50664.0,84820.0,25301.0,98558.0,0
557795.0,459244.39112018107,48550.60887981893,373275.0,72391.0,24495.0,38762.0,0.0,19522.0,59701.0,32836.0,61582.0,54207.0,1
959723.0,794128.643157085,115594.35684291495,250492.0,51717.0,22056.0,31551.0,100000.0,575379.643157085,97028.0,63470.0,56817.0,49108.0,1
1843717.0,269422.0,1524295.0,221365.0,10692.0,14414.0,31376.0,200000.0,12940.0,61095.0,47168.0,71143.0,85443.0,0
2046836.0,348428.3122170538,1648407.6877829463,343852.0,298596.3122170538,15995.0,43066.0,0.0,10245.0,66513.0,29443.0,85222.0,48042.0,1
1108754.0,242462.0,816292.0,336453.0,5103.0,14616.0,5178.0,200000.0,17565.0,33222.0,38850.0,21772.0,69883.0,0
1474135.0,188103.0,1236032.0,333661.0,203.0,49767.0,36536.0,100000.0,1597.0,51449.0,31413.0,74993.0,30084.0,0
925893.0,226126.0,649767.0,200987.0,70533.0,12306.0,42330.0,100000.0,957.0,78849.0,30033.0,73469.0,98595.0,0
1005409.0,766208.692410899,189200.30758910102,297144.0,25939.0,23382.0,32574.0,100000.0,575935.692410899,52769.0,61447.0,30125.0,50844.0,1
831413.0,92068.0,689345.0,344528.0,32821.0,8386.0,37333.0,0.0,13528.0,62897.0,55816.0,53060.0,86514.0,0
1447343.0,186641.0,1210702.0,361954.0,35503.0,14252.0,17517.0,100000.0,19369.0,76090.0,60018.0,50860.0,46100.0,0
2056671.0,189607.0,1817064.0,233245.0,141994.0,2994.0,32016.0,0.0,12603.0,40843.0,53988.0,75906.0,91762.0,0
2299492.0,218260.0,2031232.0,157175.0,90265.0,13699.0,6297.0,100000.0,7999.0,50208.0,64082.0,53376.0,59903.0,0
937198.0,227131.0,660067.0,341691.0,85091.0,11795.0,21398.0,100000.0,8847.0,40052.0,86083.0,24609.0,32003.0,0
833816.0,202840.0,580976.0,271083.0,68975.0,16663.0,11703.0,100000.0,5499.0,17785.0,44329.0,72468.0,60364.0,0
2090696.0,218628.32808999214,1822067.671910008,137134.0,244279.32808999214,48344.0,4920.0,0.0,4102.0,25876.0,24791.0,85090.0,26966.0,1
1878050.0,312169.0,1515881.0,267598.0,141880.0,45226.0,4603.0,100000.0,20460.0,27890.0,48360.0,20968.0,95020.0,0
1091757.0,217425.0,824332.0,364996.0,49298.0,24535.0,38248.0,100000.0,5344.0,58407.0,51588.0,47624.0,97914.0,0
688316.0,203389.0,434927.0,394063.0,111249.0,46416.0,32439.0,0.0,13285.0,95084.0,87550.0,62220.0,56828.0,0
1784775.0,2103198.18041592,0.0,365521.0,81982.0,28747.0,10570.0,100000.0,23761.0,25913.0,43387.0,52456.0,39092.0,1
1580887.0,227445.0,1303442.0,380549.0,47574.0,48849.0,26327.0,100000.0,4695.0,73265.0,26609.0,87474.0,75757.0,0
1622471.0,152480.0,1419991.0,345786.0,91198.0,12720.0,44387.0,0.0,4175.0,84041.0,87350.0,45087.0,27641.0,0
2101667.0,231207.19064023334,1820459.8093597665,351400.0,210348.19064023334,30063.0,30825.0,100000.0,5206.0,70663.0,96012.0,63384.0,35034.0,1
1180722.0,86077.0,1044645.0,86823.0,7415.0,47159.0,19281.0,0.0,12222.0,28415.0,36426.0,79578.0,75331.0,0
2027781.0,359266.0,1618515.0,196219.0,118490.0,9417.0,27223.0,200000.0,4136.0,82061.0,79552.0,71716.0,36803.0,0
2371856.0,303478.74195216654,2018377.2580478336,259767.0,246470.74195216657,17627.0,44578.0,100000.0,20284.0,59198.0,73563.0,54149.0,45443.0,1
2239433.0,1920423.021787746,269009.9782122539,186022.0,31781.0,24860.0,42771.0,0.0,20774.0,89816.0,44125.0,82661.0,26852.0,1
1446914.0,63506.0,1333408.0,365622.0,25517.0,33030.0,3114.0,0.0,1845.0,56179.0,95620.0,49305.0,74172.0,0
2346830.0,323258.0,1973572.0,394099.0,144972.0,28412.0,40718.0,100000.0,9156.0,99348.0,96824.0,52156.0,54079.0,0
2280901.0,360622.0,1870279.0,289329.0,120062.0,30225.0,9261.0,200000.0,1074.0,73623.0,78261.0,76077.0,80461.0,0
1535964.0,273480.0,1212484.0,206498.0,134837.0,16244.0,18255.0,100000.0,4144.0,89981.0,75886.0,22029.0,58384.0,0
1570365.0,317341.8608790046,1203023.1391209955,330100.0,245641.86087900455,320.0,34758.0,100000.0,2015.0,73611.0,37580.0,72492.0,72612.0,1
2399652.0,104453.0,2245199.0,245696.0,2187.0,34578.0,49530.0,0.0,18158.0,83439.0,91790.0,90567.0,43717.0,0
434911.0,351560.0,33351.0,309010.0,97493.0,23324.0,13386.0,200000.0,17357.0,85267.0,85946.0,69225.0,32644.0,0
973044.0,119685.0,803359.0,304448.0,14955.0,41449.0,38737.0,0.0,24544.0,77773.0,83058.0,77961.0,47616.0,0
763476.0,769235.1622217618,0.0,323166.0,110107.0,20666.0,24327.0,100000.0,15316.0,20533.0,43013.0,67182.0,58939.0,1
1028861.0,96341.0,882520.0,290097.0,51001.0,4006.0,39449.0,0.0,1885.0,56866.0,24530.0,39824.0,34274.0,0
1264909.0,294962.0,919947.0,118547.0,127426.0,46830.0,18981.0,100000.0,1725.0,99446.0,67902.0,67243.0,95948.0,0
419816.0,62787.0,307029.0,216554.0,53053.0,4586.0,4239.0,0.0,909.0,82809.0,73422.0,52772.0,93728.0,0
2031993.0,2253161.944888523,0.0,237489.0,93500.0,17755.0,42065.0,0.0,4018.0,23073.0,75599.0,48081.0,55304.0,1
2058987.0,47116.0,1961871.0,241475.0,192.0,20426.0,15960.0,0.0,10538.0,89567.0,56495.0,70758.0,43897.0,0
2001596.0,99585.0,1852011.0,1840378.9116503699,15088.0,46326.0,20918.0,0.0,17253.0,48660.0,43632.0,24296.0,31506.0,1
1610355.0,255404.0,1304951.0,172122.0,98000.0,18350.0,26655.0,100000.0,12399.0,23353.0,93378.0,39690.0,60651.0,0
1444257.0,1073048.8980679656,321208.10193203436,357593.0,13233.0,44116.0,7489.0,0.0,992354.8980679658,95451.0,57338.0,39581.0,29276.0,1
552999.0,105889.0,397110.0,188048.0,29437.0,39164.0,14141.0,0.0,23147.0,65677.0,55383.0,57475.0,25591.0,0
1270123.0,283912.2361739655,936210.7638260345,239380.0,241082.2361739655,44439.0,10400.0,0.0,17064.0,25099.0,74791.0,43553.0,43350.0,1
2107692.0,2111731.588073536,0.0,397013.0,1306.0,18581.0,20225.0,0.0,3790.0,70916.0,76712.0,43114.0,77986.0,1
2368797.0,1383074.4452801954,935722.5547198046,391478.0,136355.0,30595.0,14605.0,0.0,1182351.4452801954,91684.0,72297.0,36834.0,84982.0,1
1766808.0,213374.0,1503434.0,198474.0,114816.0,34457.0,46476.0,0.0,17625.0,76587.0,78374.0,82347.0,25400.0,0
2311627.0,124338.0,2137289.0,289987.0,92876.0,7211.0,7367.0,0.0,16884.0,61789.0,82135.0,64979.0,34779.0,0
730904.0,394323.0,286581.0,191022.0,120318.0,7833.0,42719.0,200000.0,23453.0,93393.0,83062.0,78152.0,63232.0,0
1477833.0,1239413.8527261706,188419.14727382944,315062.0,76312.0,29377.0,12352.0,100000.0,1020883.8527261706,49513.0,58830.0,89294.0,24465.0,1
1588554.0,56683.0,1481871.0,1428548.8893653797,23929.0,3917.0,5204.0,0.0,23633.0,37498.0,85953.0,63206.0,85349.0,1
546470.0,548079.5596675766,0.0,235344.0,34485.0,49056.0,32559.0,0.0,413813.55966757657,26952.0,30974.0,82362.0,25708.0,1
1359192.0,232748.0,1076444.0,396264.0,32101.0,38367.0,41679.0,100000.0,20601.0,26893.0,88791.0,76490.0,28390.0,0
2259582.0,52855.0,2156727.0,124789.0,8026.0,13210.0,10345.0,0.0,21274.0,79826.0,87730.0,54580.0,91546.0,0
1354652.0,1436977.4670655853,0.0,123056.0,60128.0,38218.0,24900.0,0.0,16210.0,47858.0,58942.0,90334.0,72257.0,1
2204673.0,275376.0,1879297.0,230043.0,128308.0,25868.0,11360.0,100000.0,9840.0,37694.0,89546.0,91651.0,97724.0,0
2379079.0,128622.0,2200457.0,265378.0,40387.0,49376.0,37480.0,0.0,1379.0,79732.0,93214.0,34032.0,79265.0,0
2406032.0,176538.0,2179494.0,296992.0,93782.0,39560.0,29086.0,0.0,14110.0,37685.0,46464.0,60874.0,25960.0,0
1108362.0,37516.0,1020846.0,85744.0,8328.0,14758.0,10143.0,0.0,4287.0,32491.0,31204.0,26979.0,96466.0,0
1949302.0,93281.0,1806021.0,139234.0,16061.0,38871.0,31315.0,0.0,7034.0,56335.0,89283.0,84393.0,33186.0,0
1412117.0,802062.2581861211,560054.7418138789,87597.0,43937.0,24881.0,26957.0,0.0,700958.2581861211,23754.0,43889.0,97638.0,49032.0,1
1068406.0,122021.0,896385.0,1168532.8552815625,39194.0,23888.0,40734.0,0.0,18205.0,26709.0,36928.0,51095.0,24282.0,1
1100780.0,120085.0,930695.0,264233.0,71696.0,28635.0,16374.0,0.0,3380.0,62646.0,63957.0,50766.0,66582.0,0
745266.0,849427.0122919627,0.0,394286.0,126155.0,41989.0,37244.0,100000.0,13478.0,43049.0,51138.0,38958.0,41526.0,1
1200101.0,196275.0,953826.0,373423.0,22800.0,19627.0,39469.0,100000.0,14379.0,96010.0,42537.0,88598.0,86020.0,0
1472647.0,197235.0,1225412.0,260231.0,147661.0,30140.0,9943.0,0.0,9491.0,18864.0,84848.0,53400.0,34757.0,0
1563950.0,1295568.9084928648,218381.0915071352,227309.0,30257.0,16626.0,32769.0,0.0,1193969.9084928648,68250.0,76451.0,77563.0,68864.0,1
533554.0,299762.0,183792.0,375767.0,116214.0,32443.0,48674.0,100000.0,2431.0,80538.0,88066.0,34721.0,96448.0,0
2028094.0,142235.0,1835859.0,149561.0,71045.0,32263.0,32922.0,0.0,6005.0,55769.0,78429.0,20618.0,31505.0,0
2097900.0,182908.0,1864992.0,177756.0,143184.0,22553.0,5974.0,0.0,11197.0,64198.0,68223.0,99077.0,28864.0,0
1967053.0,99786.0,1817267.0,287793.0,52495.0,42742.0,67.0,0.0,4482.0,90200.0,50300.0,93634.0,97898.0,0
476218.0,35379.0,390839.0,233262.0,5668.0,26460.0,1462.0,0.0,1789.0,87402.0,43759.0,96497.0,58326.0,0
1256101.0,223520.0,982581.0,398766.0,147616.0,22394.0,41910.0,0.0,11600.0,96903.0,78994.0,57968.0,72193.0,0
747697.0,185456.0,512241.0,641604.0863381907,136093.0,30771.0,10754.0,0.0,7838.0,30972.0,27363.0,72835.0,82339.0,1
2115630.0,1869049.8008528482,196580.19914715178,91093.0,116506.0,33816.0,22616.0,0.0,1688665.8008528482,32982.0,23333.0,78157.0,78648.0,1
2436915.0,265849.0,2121066.0,166716.0,103423.0,25553.0,15187.0,100000.0,21686.0,16892.0,33372.0,88505.0,50209.0,0
1626476.0,120439.0,1456037.0,382523.0,41458.0,35230.0,26181.0,0.0,17570.0,31547.0,43571.0,33947.0,53392.0,0
1147419.0,82378.0,1015041.0,370626.0,8002.0,17400.0,44557.0,0.0,12419.0,63175.0,98719.0,46524.0,33878.0,0
826346.0,227207.0,549139.0,121869.0,74842.0,19162.0,28610.0,100000.0,4593.0,84160.0,83144.0,78226.0,72001.0,0
1981530.0,41616.0,1889914.0,240105.0,4017.0,21164.0,731.0,0.0,15704.0,60525.0,29944.0,50361.0,56503.0,0
2132465.0,302742.0,1779723.0,2284608.452150705,131208.0,36174.0,22504.0,100000.0,12856.0,24694.0,48126.0,88089.0,62381.0,1
988579.0,897841.2645400163,40737.7354599837,375524.0,32920.0,20884.0,17575.0,100000.0,3144.0,77868.0,82198.0,80778.0,63714.0,1
821240.0,151578.0,619662.0,270237.0,70305.0,43894.0,18771.0,0.0,18608.0,73496.0,94235.0,84763.0,79578.0,0
1034457.0,285640.0,698817.0,135745.0,1051.0,30916.0,30429.0,200000.0,23244.0,73956.0,85835.0,75848.0,67290.0,0
1925233.0,98795.0,1776438.0,397922.0,34872.0,17653.0,26312.0,0.0,19958.0,21754.0,93303.0,81227.0,67997.0,0
1559771.0,80846.0,1428925.0,1157696.601614343,10014.0,42571.0,25274.0,0.0,2987.0,72387.0,52208.0,85069.0,99904.0,1
2239433.0,120186.0,2069247.0,186022.0,31781.0,24860.0,42771.0,0.0,20774.0,89816.0,44125.0,82661.0,26852.0,0
1706241.0,161101.0,1495140.0,395942.0,92036.0,49909.0,7036.0,0.0,12120.0,49196.0,56603.0,91021.0,84915.0,0
971107.0,177395.0,743712.0,125740.0,32299.0,30720.0,3240.0,100000.0,11136.0,94614.0,34365.0,93745.0,86937.0,0
2185910.0,139385.0,1996525.0,263965.0,70843.0,37583.0,17297.0,0.0,13662.0,21571.0,72428.0,89062.0,48637.0,0
2132465.0,302742.0,1779723.0,286821.0,131208.0,36174.0,22504.0,100000.0,12856.0,24694.0,48126.0,88089.0,62381.0,0
1321522.0,193964.0,1077558.0,290294.0,145328.0,4552.0,21435.0,0.0,22649.0,24654.0,85728.0,32794.0,22886.0,0
1438896.0,984140.4109871071,404755.5890128929,150448.0,34397.0,35113.0,1515.0,200000.0,711771.4109871071,59677.0,63216.0,85193.0,64054.0,1
1571459.0,289658.0,1231801.0,217488.0,58002.0,10283.0,11440.0,200000.0,9933.0,63571.0,87427.0,61148.0,74466.0,0
1193392.0,184430.35654123494,958961.643458765,139500.0,215269.35654123494,40130.0,7951.0,0.0,20140.0,25966.0,67664.0,81374.0,22998.0,1
660910.0,652861.6524921177,0.0,283047.0,47406.0,4319.0,16574.0,100000.0,3534.0,58109.0,45257.0,77690.0,66115.0,1
607990.0,145200.0,412790.0,239741.0,82722.0,41909.0,8181.0,0.0,12388.0,65335.0,69844.0,39596.0,52404.0,0
628504.0,124065.0,454439.0,319511.0,23199.0,46686.0,48222.0,0.0,5958.0,85510.0,54081.0,38522.0,67931.0,0
1967121.0,309893.0,1607228.0,133909.0,25991.0,39531.0,40005.0,200000.0,4366.0,44312.0,85622.0,64070.0,42664.0,0
419975.0,443420.2339351221,0.0,167265.0,63909.0,28633.0,27454.0,100000.0,20403.0,86343.0,24311.0,71370.0,88716.0,1
1954094.0,141638.0,1762456.0,169081.0,72518.0,23154.0,36686.0,0.0,9280.0,78311.0,92682.0,69042.0,91411.0,0
2115499.0,244793.0,1820706.0,395665.0,44724.0,26027.0,49697.0,100000.0,24345.0,27243.0,23119.0,21744.0,92038.0,0
1657949.0,193418.0,1414531.0,132428.0,139335.0,15848.0,23600.0,0.0,14635.0,38426.0,38569.0,86365.0,63704.0,0
905950.0,413966.0,441984.0,128777.0,139347.0,40047.0,30951.0,200000.0,3621.0,85899.0,83311.0,76132.0,58098.0,0
644761.0,394534.0,200227.0,167969.0,147907.0,37663.0,8219.0,200000.0,745.0,29602.0,88246.0,51356.0,78071.0,0
1724070.0,164413.0,1509657.0,234245.0,90932.0,39321.0,13668.0,0.0,20492.0,33060.0,29196.0,79159.0,59517.0,0
1629336.0,298664.0,1280672.0,237584.0,44816.0,38346.0,7297.0,200000.0,8205.0,63519.0,26461.0,35006.0,91418.0,0
1354652.0,139456.0,1165196.0,123056.0,60128.0,38218.0,24900.0,0.0,16210.0,47858.0,58942.0,90334.0,72257.0,0
2178627.0,160140.0,1968487.0,224063.0,100922.0,5247.0,46032.0,0.0,7939.0,97423.0,63507.0,78275.0,62804.0,0
1650155.0,193373.0,1406782.0,153869.0,123030.0,5695.0,43705.0,0.0,20943.0,74915.0,62210.0,67668.0,84313.0,0
949239.0,371000.0,528239.0,240761.0,131742.0,14859.0,4897.0,200000.0,19502.0,70507.0,80311.0,82121.0,51924.0,0
1382469.0,140832.0,1191637.0,157960.0,38134.0,35163.0,47668.0,0.0,19867.0,80145.0,30242.0,66211.0,29931.0,0
1319484.0,1275996.6892061634,0.0,314104.0,86795.0,46121.0,48257.0,100000.0,980414.6892061635,89615.0,39734.0,51349.0,44945.0,1
586833.0,201911.0,334922.0,216570.0,121948.0,29327.0,31875.0,0.0,18761.0,72453.0,22890.0,65565.0,20040.0,0
523618.0,396614.0,77004.0,377572.0,129974.0,22191.0,40067.0,200000.0,4382.0,47963.0,71720.0,55369.0,39624.0,0
2025351.0,138166.0,1837185.0,283196.0,86664.0,16.0,42256.0,0.0,9230.0,41059.0,95462.0,77015.0,83445.0,0
737827.0,711586.8233183294,0.0,365711.0,111072.0,27386.0,39683.0,200000.0,323010.82331832947,65632.0,33772.0,78634.0,34236.0,1
1142488.0,303815.0,788673.0,191086.0,121008.0,40902.0,40495.0,100000.0,1410.0,49839.0,94053.0,79222.0,59920.0,0
970451.0,142201.48227820042,778249.5177217996,373481.0,216252.48227820042,13675.0,19773.0,0.0,14915.0,78676.0,44965.0,66746.0,95053.0,1
1697076.0,1964159.5398047562,0.0,373577.0,31923.0,24849.0,15116.0,200000.0,23778.0,49609.0,52010.0,69607.0,28273.0,1
1433255.0,411839.0,971416.0,283058.0,131461.0,18323.0,40025.0,200000.0,22030.0,73459.0,18299.0,89337.0,27184.0,0
544539.0,345272.0,149267.0,267647.0,93326.0,27672.0,21584.0,200000.0,2690.0,34471.0,43247.0,98472.0,98508.0,0
1720567.0,150634.0,1519933.0,222105.0,77485.0,26123.0,36953.0,0.0,10073.0,57363.0,68141.0,58334.0,62337.0,0
736585.0,175028.42843299115,511556.57156700885,132389.0,254979.42843299115,19953.0,21118.0,0.0,3499.0,64619.0,28231.0,43501.0,78015.0,1
2121610.0,229964.0,1841646.0,342420.0,65133.0,6638.0,48821.0,100000.0,9372.0,51822.0,30312.0,54734.0,75567.0,0
2130228.0,383970.01077897754,1696257.9892210225,321324.0,209674.01077897754,42230.0,24466.0,200000.0,20372.0,84074.0,75443.0,84112.0,98862.0,1
1324044.0,122610.0,1151434.0,256481.0,78824.0,20423.0,14380.0,0.0,8983.0,32023.0,83495.0,48296.0,64139.0,0
712250.0,188073.0,474177.0,138653.0,112599.0,16755.0,37845.0,0.0,20874.0,72051.0,67470.0,84145.0,77248.0,0
1450493.0,232121.0,1168372.0,101447.0,142326.0,33575.0,42058.0,0.0,14162.0,38313.0,50224.0,62083.0,67139.0,0
888011.0,470231.08230511076,367779.91769488924,367516.0,294630.08230511076,42614.0,1996.0,200000.0,22174.0,59642.0,69304.0,46869.0,86712.0,1
2385296.0,274700.6542526623,2060595.3457473377,130939.0,230083.6542526623,4887.0,22499.0,100000.0,271.0,60970.0,101573.0,30011.0,66050.0,1
2076273.0,338533.0,1687740.0,296204.0,76918.0,35892.0,19506.0,200000.0,6217.0,55554.0,69867.0,49495.0,60223.0,0
563038.0,136325.0,376713.0,307230.0,65206.0,20350.0,32634.0,0.0,18135.0,96471.0,57208.0,43399.0,29584.0,0
1940889.0,2208327.1023581973,0.0,115292.0,94767.0,31721.0,5033.0,0.0,20896.0,24951.0,96925.0,70083.0,35803.0,1
1549947.0,252549.0,1247398.0,175040.0,102811.0,16527.0,21991.0,100000.0,11220.0,40411.0,76947.0,56291.0,95795.0,0
1817616.0,168247.0,1599369.0,210544.0,11676.0,4873.0,49112.0,100000.0,2586.0,19120.0,93441.0,73125.0,50929.0,0
1501844.0,1199272.8843464628,252571.1156535372,370134.0,61169.0,13331.0,49699.0,0.0,1069750.8843464628,62348.0,62473.0,90862.0,23569.0,1
1319484.0,295582.0,973902.0,314104.0,86795.0,46121.0,48257.0,100000.0,14409.0,89615.0,39734.0,51349.0,44945.0,0
1082568.0,128029.0,904539.0,205681.0,56889.0,26478.0,34565.0,0.0,10097.0,66849.0,91641.0,75904.0,32657.0,0
1790281.0,1520758.4428333985,219522.55716660153,383136.0,123728.0,30908.0,32363.0,200000.0,1113257.4428333985,30320.0,19537.0,55811.0,96746.0,1
1424939.0,129685.0,1245254.0,113870.0,63293.0,36483.0,29238.0,0.0,671.0,69913.0,61363.0,95408.0,89562.0,0
1615502.0,80313.0,1485189.0,88438.0,13050.0,49223.0,6040.0,0.0,12000.0,51374.0,39268.0,21004.0,50490.0,0
1103650.0,551286.4197637979,502363.5802362021,99008.0,66677.0,15882.0,14201.0,0.0,452418.41976379784,39280.0,62740.0,67206.0,87889.0,1
1981530.0,959152.8840399582,972377.1159600418,240105.0,4017.0,21164.0,731.0,0.0,917536.8840399582,60525.0,29944.0,50361.0,56503.0,1
2347763.0,111677.0,2186086.0,389521.0,38225.0,48291.0,992.0,0.0,24169.0,76880.0,94638.0,47514.0,72065.0,0
2194029.0,114437.0,2029592.0,152805.0,77299.0,11085.0,6256.0,0.0,19797.0,48782.0,74954.0,94303.0,69150.0,0
2015397.0,203176.0,1762221.0,108795.0,142961.0,47101.0,901.0,0.0,12213.0,93471.0,51742.0,22019.0,78129.0,0
1310775.0,139656.0,1121119.0,280410.0,108944.0,13731.0,2809.0,0.0,14172.0,26319.0,83064.0,49020.0,94299.0,0
1914542.0,315228.0,1549314.0,261948.0,49522.0,12997.0,34635.0,200000.0,18074.0,59090.0,26971.0,69375.0,19794.0,0
1900844.0,94448.0,1756396.0,200234.0,43939.0,287.0,37425.0,0.0,12797.0,48711.0,33464.0,47128.0,36190.0,0
1078758.0,404553.0,624205.0,359067.0,149335.0,25373.0,27160.0,200000.0,2685.0,97501.0,56377.0,83373.0,37778.0,0
